"x_value"
2.013368000000000109e+02
2.013367000000000075e+02
2.013362999999999943e+02
2.013353999999999928e+02
2.013338999999999999e+02
2.013315000000000055e+02
2.013280000000000030e+02
2.013233999999999924e+02
2.013172000000000139e+02
2.013094000000000108e+02
2.012999000000000080e+02
2.012882999999999925e+02
2.012744999999999891e+02
2.012583999999999946e+02
2.012395999999999958e+02
2.012180999999999926e+02
2.011937000000000069e+02
2.011667999999999950e+02
2.011371000000000038e+02
2.011046000000000049e+02
2.010691999999999950e+02
2.010309000000000026e+02
2.009898000000000025e+02
2.009458999999999946e+02
2.008991000000000042e+02
2.008495000000000061e+02
2.007969999999999970e+02
2.007417000000000087e+02
2.006835000000000093e+02
2.006226000000000056e+02
2.005587999999999909e+02
2.004920999999999935e+02
2.004225999999999885e+02
2.003503000000000043e+02
2.002751000000000090e+02
2.001970000000000027e+02
2.001160999999999888e+02
2.000323999999999955e+02
1.999475999999999942e+02
1.998626999999999896e+02
1.997778999999999883e+02
1.992689000000000021e+02
1.991841000000000008e+02
1.991000999999999976e+02
1.990166999999999859e+02
1.989336999999999875e+02
1.988508999999999958e+02
1.987681000000000040e+02
1.986855999999999938e+02
1.985204999999999984e+02
1.984382999999999981e+02
1.983566999999999894e+02
1.982751000000000090e+02
1.981936000000000035e+02
1.981119999999999948e+02
1.980303999999999860e+02
1.979488000000000056e+02
1.978671999999999969e+02
1.977855999999999881e+02
1.977041000000000111e+02
1.976225000000000023e+02
1.974576000000000136e+02
1.973742000000000019e+02
1.972899999999999920e+02
1.972051999999999907e+02
1.971189999999999998e+02
1.970317000000000007e+02
1.969428000000000054e+02
1.968531000000000120e+02
1.967623000000000104e+02
1.966700999999999908e+02
1.965766000000000133e+02
1.964815999999999860e+02
1.963857000000000141e+02
1.962888000000000090e+02
1.961911000000000058e+02
1.960925000000000011e+02
1.959930999999999983e+02
1.958922000000000025e+02
1.957914000000000101e+02
1.956897999999999911e+02
1.955875000000000057e+02
1.954851999999999919e+02
1.953829000000000065e+02
1.952803999999999860e+02
1.951774000000000058e+02
1.950743999999999971e+02
1.949713999999999885e+02
1.948684000000000083e+02
1.947653999999999996e+02
1.946623999999999910e+02
1.945598999999999990e+02
1.944584999999999866e+02
1.943576999999999941e+02
1.942575999999999965e+02
1.941587000000000103e+02
1.940596999999999923e+02
1.939608000000000061e+02
1.938617999999999881e+02
1.937627999999999986e+02
1.936639000000000124e+02
1.935663999999999874e+02
1.934709000000000003e+02
1.933776000000000010e+02
1.932863000000000113e+02
1.931973999999999876e+02
1.931108000000000118e+02
1.930266000000000020e+02
1.929447999999999865e+02
1.928640000000000043e+02
1.927831999999999937e+02
1.927024999999999864e+02
1.926217000000000041e+02
1.925408999999999935e+02
1.924601999999999862e+02
1.923794000000000040e+02
1.922985999999999933e+02
1.922178999999999860e+02
1.921371000000000038e+02
1.920562999999999931e+02
1.919755999999999858e+02
1.918948000000000036e+02
1.918140999999999963e+02
1.917333000000000141e+02
1.916525000000000034e+02
1.915717999999999961e+02
1.914910000000000139e+02
1.914102000000000032e+02
1.913294999999999959e+02
1.912487000000000137e+02
1.911679000000000030e+02
1.910871999999999957e+02
1.910064000000000135e+02
1.909256000000000029e+02
1.908448999999999955e+02
1.907641000000000133e+02
1.906833000000000027e+02
1.906025999999999954e+02
1.905240000000000009e+02
1.904480000000000075e+02
1.903745000000000118e+02
1.903040000000000020e+02
1.902366000000000099e+02
1.901724000000000103e+02
1.901113000000000000e+02
1.900535999999999888e+02
1.899992000000000019e+02
1.899482999999999890e+02
1.899008000000000038e+02
1.898567999999999927e+02
1.898163999999999874e+02
1.897795999999999879e+02
1.897463999999999942e+02
1.897169000000000096e+02
1.896911000000000058e+02
1.896687000000000012e+02
1.896496999999999957e+02
1.896338000000000079e+02
1.896209000000000060e+02
1.896107000000000085e+02
1.896031000000000120e+02
1.895975999999999999e+02
1.895940999999999974e+02
1.895923999999999978e+02
1.895920999999999879e+02
1.895931999999999960e+02
1.895954000000000121e+02
1.895983999999999980e+02
1.896022000000000105e+02
1.896065000000000111e+02
1.896111999999999966e+02
1.896160000000000139e+02
1.896210000000000093e+02
1.896259000000000015e+02
1.896305999999999869e+02
1.896350999999999942e+02
1.896392999999999915e+02
1.896431000000000040e+02
1.896462999999999965e+02
1.896491000000000042e+02
1.896511999999999887e+02
1.896528000000000134e+02
1.896536999999999864e+02
1.896539999999999964e+02
1.896540999999999997e+02
1.896544000000000096e+02
1.896552000000000078e+02
1.896565999999999974e+02
1.896588999999999885e+02
1.896624999999999943e+02
1.896675999999999931e+02
1.896744999999999948e+02
1.896833000000000027e+02
1.897168000000000063e+02
1.897492000000000019e+02
1.897703999999999951e+02
1.898511000000000024e+02
1.899173000000000116e+02
1.899552999999999940e+02
1.900893000000000086e+02
1.901407000000000096e+02
1.903795000000000073e+02
1.906650999999999954e+02
1.907419999999999902e+02
1.909863000000000000e+02
1.910722000000000094e+02
1.912505999999999915e+02
1.913309000000000140e+02
1.913720999999999890e+02
1.914223000000000070e+02
1.914507000000000119e+02
1.915494999999999948e+02
1.915869000000000142e+02
1.917126000000000090e+02
1.918076000000000079e+02
1.918583999999999889e+02
1.919669000000000096e+02
1.920244999999999891e+02
1.922108000000000061e+02
1.923461000000000070e+02
1.924901000000000124e+02
1.926410999999999945e+02
1.927969999999999970e+02
1.929551999999999907e+02
1.931123000000000047e+02
1.931895000000000095e+02
1.932651999999999930e+02
1.933391000000000020e+02
1.934111000000000047e+02
1.934812000000000012e+02
1.935492999999999881e+02
1.936152999999999906e+02
1.936792000000000087e+02
1.937409000000000106e+02
1.938004999999999995e+02
1.938577999999999975e+02
1.939129000000000076e+02
1.939656999999999982e+02
1.940163000000000011e+02
1.940646000000000129e+02
1.941107000000000085e+02
1.941545000000000130e+02
1.941961000000000013e+02
1.942353999999999985e+02
1.942725000000000080e+02
1.943072999999999979e+02
1.943399000000000001e+02
1.943702000000000112e+02
1.943982000000000028e+02
1.944239000000000033e+02
1.944474999999999909e+02
1.944687999999999874e+02
1.944881000000000029e+02
1.945052000000000021e+02
1.945203999999999951e+02
1.945336000000000070e+02
1.945449999999999875e+02
1.945546999999999969e+02
1.945629000000000133e+02
1.945705000000000098e+02
1.945781000000000063e+02
1.945857000000000028e+02
1.945932999999999993e+02
1.946008999999999958e+02
1.946084999999999923e+02
1.946160999999999888e+02
1.946237000000000137e+02
1.946313000000000102e+02
1.946375999999999920e+02
1.946425999999999874e+02
1.946454999999999984e+02
1.946459999999999866e+02
1.946448000000000036e+02
1.946424000000000092e+02
1.946388000000000034e+02
1.946340999999999894e+02
1.946295000000000073e+02
1.946236000000000104e+02
1.946178999999999917e+02
1.946110999999999933e+02
1.946041999999999916e+02
1.945973999999999933e+02
1.945904999999999916e+02
1.945836999999999932e+02
1.945768999999999949e+02
1.945699999999999932e+02
1.945631999999999948e+02
1.945562999999999931e+02
1.945494999999999948e+02
1.945425999999999931e+02
1.945357999999999947e+02
1.945288999999999930e+02
1.945220999999999947e+02
1.945151999999999930e+02
1.945083999999999946e+02
1.945015999999999963e+02
1.944946999999999946e+02
1.944878999999999962e+02
1.944809999999999945e+02
1.944741999999999962e+02
1.944672999999999945e+02
1.944604999999999961e+02
1.944535999999999945e+02
1.944467999999999961e+02
1.944398999999999944e+02
1.944330999999999960e+02
1.944262999999999977e+02
1.944193999999999960e+02
1.944125999999999976e+02
1.944055999999999926e+02
1.943986999999999910e+02
1.943917999999999893e+02
1.943848999999999876e+02
1.943779999999999859e+02
1.943711000000000126e+02
1.943642000000000110e+02
1.943572000000000060e+02
1.943503000000000043e+02
1.943435000000000059e+02
1.943366000000000042e+02
1.943297000000000025e+02
1.943231000000000108e+02
1.943170000000000073e+02
1.943117000000000019e+02
1.943080999999999960e+02
1.943068000000000097e+02
1.943086000000000126e+02
1.943137000000000114e+02
1.943223999999999876e+02
1.943340000000000032e+02
1.943494000000000028e+02
1.943684000000000083e+02
1.943911999999999978e+02
1.944174999999999898e+02
1.944471000000000060e+02
1.944796000000000049e+02
1.945146000000000015e+02
1.945517999999999859e+02
1.945906999999999982e+02
1.946724000000000103e+02
1.947149000000000001e+02
1.948017999999999859e+02
1.948454000000000121e+02
1.949741999999999962e+02
1.950157000000000096e+02
1.951324999999999932e+02
1.952018999999999949e+02
1.952901999999999987e+02
1.953148999999999944e+02
1.953367000000000075e+02
1.953848000000000127e+02
1.953948000000000036e+02
1.954054999999999893e+02
1.954057999999999993e+02
1.954074999999999989e+02
1.954173000000000116e+02
1.954240000000000066e+02
1.954499999999999886e+02
1.954620999999999924e+02
1.954778000000000020e+02
1.955391999999999939e+02
1.955637999999999863e+02
1.956577000000000055e+02
1.956953000000000031e+02
1.958283999999999878e+02
1.958795000000000073e+02
1.959341000000000008e+02
1.961180999999999983e+02
1.961863999999999919e+02
1.964116999999999962e+02
1.964935000000000116e+02
1.967501000000000033e+02
1.968379999999999939e+02
1.970959000000000003e+02
1.971798000000000002e+02
1.974235999999999933e+02
1.975021000000000129e+02
1.977358999999999867e+02
1.978138999999999896e+02
1.980476999999999919e+02
1.981255999999999915e+02
1.983594999999999970e+02
1.984373999999999967e+02
1.986711999999999989e+02
1.987490999999999985e+02
1.989829000000000008e+02
1.990609000000000037e+02
1.992947000000000060e+02
1.993726000000000056e+02
1.996103999999999985e+02
1.996896000000000129e+02
1.999273000000000025e+02
2.000065999999999917e+02
2.002443000000000097e+02
2.003234999999999957e+02
2.005612999999999886e+02
2.006405000000000030e+02
