0.5,0.94,0.98,0.96
0.6,0.91,0.96,0.935
0.7,0.93,0.97,0.95
0.8,0.82,0.92,0.87
0.9,0.67,0.77,0.72
1,0.45,0.55,0.5
1.1,0.33,0.48,0.405
1.2,0.3,0.36,0.33
1.3,0.17,0.25,0.21
1.4,0.08,0.18,0.13
1.5,0.08,0.18,0.13
