0.5,0.87,0.93,0.9
0.6,0.86,0.94,0.9
0.7,0.75,0.65,0.7
0.8,0.66,0.57,0.615
0.9,0.42,0.55,0.485
1,0.51,0.4,0.455
1.1,0.4,0.25,0.325
1.2,0.33,0.2,0.265
1.3,0.28,0.16,0.22
1.4,0.28,0.16,0.22
1.5,0.2,0.08,0.14
