Dinesh,3,0.7,0,0,,,,,,,,,,,,,,,,
Dinesh,3,0.7,0,1,,,,,,,,,,,,,,,,
Kamal,3,0.7,0,0,,,,,,,,,,,,,,,,
Madan,1,0.7,0,0,,,,,,,,,,,,,,,,
Aashish,0,0.8,1,0,,,,,,,,,,,,,,,,
Aashish,0,0.8,1,0,,,,,,,,,,,,,,,,
Ashu,5,0.8,1,0,,,,,,,,,,,,,,,,
Bibek,2,0.8,1,0,,,,,,,,,,,,,,,,
Bibek,2,0.8,1,1,,,,,,,,,,,,,,,,
Bidur,2,0.8,1,1,,,,,,,,,,,,,,,,
Deep,5,0.8,1,0,,,,,,,,,,,,,,,,
Deep,5,0.8,1,1,,,,,,,,,,,,,,,,
Deep,5,0.8,1,0,,,,,,,,,,,,,,,,
Dinesh,3,0.8,1,1,,,,,,,,,,,,,,,,
Dinesh,3,0.8,1,1,,,,,,,,,,,,,,,,
Dinesh,3,0.8,1,1,,,,,,,,,,,,,,,,
Kamal,3,0.8,1,0,,,,,,,,,,,,,,,,
Kamal,3,0.8,1,0,,,,,,,,,,,,,,,,
Madan,1,0.8,1,1,,,,,,,,,,,,,,,,
Madan,1,0.8,1,1,,,,,,,,,,,,,,,,
Sheetal,4,0.8,1,1,,,,,,,,,,,,,,,,
Sujal,5,0.8,1,0,,,,,,,,,,,,,,,,
Sujal,5,0.8,1,1,,,,,,,,,,,,,,,,
Aavash,0,0.8,0,1,,,,,,,,,,,,,,,,
Bidur,2,0.8,0,0,,,,,,,,,,,,,,,,
Deep,5,0.8,0,0,,,,,,,,,,,,,,,,
Deep,5,0.8,0,0,,,,,,,,,,,,,,,,
Dinesh,3,0.8,0,1,,,,,,,,,,,,,,,,
Dinesh,3,0.8,0,0,,,,,,,,,,,,,,,,
Dinesh,3,0.8,0,0,,,,,,,,,,,,,,,,
Madan,1,0.8,0,0,,,,,,,,,,,,,,,,
Madan,1,0.8,0,1,,,,,,,,,,,,,,,,
Sujal,5,0.8,0,0,,,,,,,,,,,,,,,,
Aavash,0,0.9,1,0,,,,,,,,,,,,,,,,
Amrit,3,0.9,1,0,,,,,,,,,,,,,,,,
Ashu,5,0.9,1,0,,,,,,,,,,,,,,,,
Bibek,2,0.9,1,0,,,,,,,,,,,,,,,,
Bibek,2,0.9,1,0,,,,,,,,,,,,,,,,
Bidur,2,0.9,1,0,,,,,,,,,,,,,,,,
Dinesh,3,0.9,1,1,,,,,,,,,,,,,,,,
Dinesh,3,0.9,1,1,,,,,,,,,,,,,,,,
Madan,1,0.9,1,0,,,,,,,,,,,,,,,,
Sujal,5,0.9,1,0,,,,,,,,,,,,,,,,
Ashu,5,0.9,0,0,,,,,,,,,,,,,,,,
Ashu,5,0.9,0,0,,,,,,,,,,,,,,,,
Bidur,2,0.9,0,1,,,,,,,,,,,,,,,,
Deep,5,0.9,0,1,,,,,,,,,,,,,,,,
Deep,5,0.9,0,0,,,,,,,,,,,,,,,,
Dinesh,3,0.9,0,1,,,,,,,,,,,,,,,,
Kamal,3,0.9,0,1,,,,,,,,,,,,,,,,
Kamal,3,0.9,0,0,,,,,,,,,,,,,,,,
Madan,1,0.9,0,1,,,,,,,,,,,,,,,,
Sujal,5,0.9,0,0,,,,,,,,,,,,,,,,
Sujal,5,0.9,0,1,,,,,,,,,,,,,,,,
Aavash,0,1,1,0,,,,,,,,,,,,,,,,
Ashu,5,1,1,0,,,,,,,,,,,,,,,,
Ashu,5,1,1,1,,,,,,,,,,,,,,,,
Bibek,2,1,1,1,,,,,,,,,,,,,,,,
Bidur,2,1,1,0,,,,,,,,,,,,,,,,
Bidur,2,1,1,0,,,,,,,,,,,,,,,,
Deep,5,1,1,1,,,,,,,,,,,,,,,,
Dinesh,3,1,1,0,,,,,,,,,,,,,,,,
Kamal,3,1,1,1,,,,,,,,,,,,,,,,
Madan,1,1,1,1,,,,,,,,,,,,,,,,
Madan,1,1,1,0,,,,,,,,,,,,,,,,
Madan,1,1,1,1,,,,,,,,,,,,,,,,
Sheetal,4,1,1,1,,,,,,,,,,,,,,,,
Sheetal,4,1,1,0,,,,,,,,,,,,,,,,
Aashish,0,1,0,0,,,,,,,,,,,,,,,,
Amrit,3,1,0,0,,,,,,,,,,,,,,,,
Amrit,3,1,0,1,,,,,,,,,,,,,,,,
Deep,5,1,0,0,,,,,,,,,,,,,,,,
Deep,5,1,0,0,,,,,,,,,,,,,,,,
Madan,1,1,0,0,,,,,,,,,,,,,,,,
Sheetal,4,1,0,0,,,,,,,,,,,,,,,,
Aavash,0,1.1,1,1,,,,,,,,,,,,,,,,
Bidur,2,1.1,1,0,,,,,,,,,,,,,,,,
Dinesh,3,1.1,1,1,,,,,,,,,,,,,,,,
Dinesh,3,1.1,1,0,,,,,,,,,,,,,,,,
Kamal,3,1.1,1,1,,,,,,,,,,,,,,,,
Sheetal,4,1.1,1,0,,,,,,,,,,,,,,,,
Sheetal,4,1.1,1,0,,,,,,,,,,,,,,,,
Aashish,0,1.1,0,1,,,,,,,,,,,,,,,,
Aavash,0,1.1,0,0,,,,,,,,,,,,,,,,
Aavash,0,1.1,0,0,,,,,,,,,,,,,,,,
Ashu,5,1.1,0,1,,,,,,,,,,,,,,,,
Bibek,2,1.1,0,0,,,,,,,,,,,,,,,,
Bidur,2,1.1,0,1,,,,,,,,,,,,,,,,
Bidur,2,1.1,0,0,,,,,,,,,,,,,,,,
Bidur,2,1.1,0,0,,,,,,,,,,,,,,,,
Dinesh,3,1.1,0,1,,,,,,,,,,,,,,,,
Dinesh,3,1.1,0,1,,,,,,,,,,,,,,,,
Dinesh,3,1.1,0,0,,,,,,,,,,,,,,,,
Dinesh,3,1.1,0,0,,,,,,,,,,,,,,,,
Kamal,3,1.1,0,1,,,,,,,,,,,,,,,,
Sheetal,4,1.1,0,0,,,,,,,,,,,,,,,,
Sujal,5,1.1,0,0,,,,,,,,,,,,,,,,
Aavash,0,1.2,1,0,,,,,,,,,,,,,,,,
Amrit,3,1.2,1,0,,,,,,,,,,,,,,,,
Amrit,3,1.2,1,0,,,,,,,,,,,,,,,,
Bibek,2,1.2,1,1,,,,,,,,,,,,,,,,
Bidur,2,1.2,1,1,,,,,,,,,,,,,,,,
Bidur,2,1.2,1,0,,,,,,,,,,,,,,,,
Dinesh,3,1.2,1,1,,,,,,,,,,,,,,,,
Dinesh,3,1.2,1,0,,,,,,,,,,,,,,,,
Dinesh,3,1.2,1,0,,,,,,,,,,,,,,,,
Madan,1,1.2,1,0,,,,,,,,,,,,,,,,
Aashish,0,1.2,0,0,,,,,,,,,,,,,,,,
Aavash,0,1.2,0,0,,,,,,,,,,,,,,,,
Amrit,3,1.2,0,1,,,,,,,,,,,,,,,,
Amrit,3,1.2,0,0,,,,,,,,,,,,,,,,
Ashu,5,1.2,0,0,,,,,,,,,,,,,,,,
Ashu,5,1.2,0,0,,,,,,,,,,,,,,,,
Bibek,2,1.2,0,0,,,,,,,,,,,,,,,,
Bidur,2,1.2,0,1,,,,,,,,,,,,,,,,
Bidur,2,1.2,0,0,,,,,,,,,,,,,,,,
Bidur,2,1.2,0,0,,,,,,,,,,,,,,,,
Bidur,2,1.2,0,0,,,,,,,,,,,,,,,,
Bidur,2,1.2,0,0,,,,,,,,,,,,,,,,
Bidur,2,1.2,0,0,,,,,,,,,,,,,,,,
Deep,5,1.2,0,1,,,,,,,,,,,,,,,,
Kamal,3,1.2,0,0,,,,,,,,,,,,,,,,
Madan,1,1.2,0,1,,,,,,,,,,,,,,,,
Madan,1,1.2,0,1,,,,,,,,,,,,,,,,
Madan,1,1.2,0,0,,,,,,,,,,,,,,,,
Sheetal,4,1.2,0,0,,,,,,,,,,,,,,,,
Sheetal,4,1.2,0,0,,,,,,,,,,,,,,,,
Sujal,5,1.2,0,1,,,,,,,,,,,,,,,,
Aashish,0,1.3,1,1,,,,,,,,,,,,,,,,
Aashish,0,1.3,1,0,,,,,,,,,,,,,,,,
Amrit,3,1.3,1,0,,,,,,,,,,,,,,,,
Bibek,2,1.3,1,1,,,,,,,,,,,,,,,,
Bibek,2,1.3,1,0,,,,,,,,,,,,,,,,
Bidur,2,1.3,1,0,,,,,,,,,,,,,,,,
Dinesh,3,1.3,1,1,,,,,,,,,,,,,,,,
Dinesh,3,1.3,1,1,,,,,,,,,,,,,,,,
Madan,1,1.3,1,0,,,,,,,,,,,,,,,,
Sheetal,4,1.3,1,0,,,,,,,,,,,,,,,,
Sheetal,4,1.3,1,1,,,,,,,,,,,,,,,,
Aavash,0,1.3,0,0,,,,,,,,,,,,,,,,
Amrit,3,1.3,0,0,,,,,,,,,,,,,,,,
Amrit,3,1.3,0,0,,,,,,,,,,,,,,,,
Amrit,3,1.3,0,0,,,,,,,,,,,,,,,,
Ashu,5,1.3,0,1,,,,,,,,,,,,,,,,
Ashu,5,1.3,0,0,,,,,,,,,,,,,,,,
Bidur,2,1.3,0,0,,,,,,,,,,,,,,,,
Deep,5,1.3,0,0,,,,,,,,,,,,,,,,
Dinesh,3,1.3,0,0,,,,,,,,,,,,,,,,
Dinesh,3,1.3,0,0,,,,,,,,,,,,,,,,
Dinesh,3,1.3,0,1,,,,,,,,,,,,,,,,
Kamal,3,1.3,0,0,,,,,,,,,,,,,,,,
Kamal,3,1.3,0,0,,,,,,,,,,,,,,,,
Kamal,3,1.3,0,0,,,,,,,,,,,,,,,,
Madan,1,1.3,0,0,,,,,,,,,,,,,,,,
Madan,1,1.3,0,0,,,,,,,,,,,,,,,,
Sujal,5,1.3,0,0,,,,,,,,,,,,,,,,
Aashish,0,1.4,1,0,,,,,,,,,,,,,,,,
Bidur,2,1.4,1,0,,,,,,,,,,,,,,,,
Dinesh,3,1.4,1,0,,,,,,,,,,,,,,,,
Madan,1,1.4,1,0,,,,,,,,,,,,,,,,
Aashish,0,1.4,0,1,,,,,,,,,,,,,,,,
Aavash,0,1.4,0,0,,,,,,,,,,,,,,,,
Amrit,3,1.4,0,0,,,,,,,,,,,,,,,,
Ashu,5,1.4,0,1,,,,,,,,,,,,,,,,
Bidur,2,1.4,0,0,,,,,,,,,,,,,,,,
Bidur,2,1.4,0,0,,,,,,,,,,,,,,,,
Deep,5,1.4,0,0,,,,,,,,,,,,,,,,
Deep,5,1.4,0,0,,,,,,,,,,,,,,,,
Dinesh,3,1.4,0,0,,,,,,,,,,,,,,,,
Dinesh,3,1.4,0,1,,,,,,,,,,,,,,,,
Madan,1,1.4,0,0,,,,,,,,,,,,,,,,
Madan,1,1.4,0,0,,,,,,,,,,,,,,,,
Aashish,0,1.5,1,0,,,,,,,,,,,,,,,,
Madan,1,1.5,1,0,,,,,,,,,,,,,,,,
Aashish,0,1.5,0,0,,,,,,,,,,,,,,,,
Amrit,3,1.5,0,0,,,,,,,,,,,,,,,,
Bibek,2,1.5,0,0,,,,,,,,,,,,,,,,
Bidur,2,1.5,0,1,,,,,,,,,,,,,,,,
Bidur,2,1.5,0,0,,,,,,,,,,,,,,,,
Bidur,2,1.5,0,1,,,,,,,,,,,,,,,,
Bidur,2,1.5,0,1,,,,,,,,,,,,,,,,
Deep,5,1.5,0,0,,,,,,,,,,,,,,,,
Deep,5,1.5,0,0,,,,,,,,,,,,,,,,
Dinesh,3,1.5,0,0,,,,,,,,,,,,,,,,
Dinesh,3,1.5,0,0,,,,,,,,,,,,,,,,
Dinesh,3,1.5,0,0,,,,,,,,,,,,,,,,
Kamal,3,1.5,0,0,,,,,,,,,,,,,,,,
Kamal,3,1.5,0,0,,,,,,,,,,,,,,,,
Madan,1,1.5,0,1,,,,,,,,,,,,,,,,
Madan,1,1.5,0,0,,,,,,,,,,,,,,,,
Madan,1,1.5,0,1,,,,,,,,,,,,,,,,
Sheetal,4,1.5,0,0,,,,,,,,,,,,,,,,
Sheetal,4,1.5,0,0,,,,,,,,,,,,,,,,
